Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response_Onset,Response_Offset
Rat,8031,2,1,10,Short,PI,15;36,4,3.62000000000035;4.38000000000011;4.88000000000011,4.26000000000022;4.7800000000002;5.24000000000024;-3755.14;-3755.14;-3755.14;-3755.14;-3755.14;-3755.14;-3755.14;-3755.14;-3755.14;-3755.14;-3755.14;-3755.14;-3755.14;-3755.14;-3755.14;-3755.14;-3755.14;-3755.14;-3755.14;-3755.14;-3755.14;-3755.14;-3755.14;-3755.14;-3755.14;-3755.14;-3755.14;-3755.14;-3755.14;-3755.14
Rat,8031,2,1,11,Short,PI,15;36,4,3.11999999999989;3.46000000000004;3.78000000000066;4.14000000000033;4.57999999999993,3.36000000000058;3.68000000000029;4.0600000000004;4.48000000000047;4.86000000000058;-4247.32;-4247.32;-4247.32;-4247.32;-4247.32;-4247.32;-4247.32;-4247.32;-4247.32;-4247.32;-4247.32;-4247.32;-4247.32;-4247.32;-4247.32;-4247.32;-4247.32;-4247.32;-4247.32;-4247.32;-4247.32;-4247.32;-4247.32;-4247.32;-4247.32;-4247.32
Rat,8031,2,1,12,Short,PI,15;36,4,42.66,42.8599999999997;-4666.46;-4666.46;-4666.46;-4666.46;-4666.46;-4666.46;-4666.46;-4666.46;-4666.46;-4666.46;-4666.46;-4666.46;-4666.46;-4666.46;-4666.46;-4666.46;-4666.46;-4666.46;-4666.46;-4666.46;-4666.46;-4666.46;-4666.46;-4666.46;-4666.46;-4666.46;-4666.46;-4666.46;-4666.46;-4666.46;-4666.46;-4666.46;-4666.46;-4666.46
Rat,8031,2,1,13,Short,PI,15;36,4,5.03999999999996;5.33999999999924;5.75999999999931;6.07999999999993;6.53999999999996,5.27999999999975;5.69999999999982;6.01999999999953;6.47999999999956;6.69999999999982;-4877.6;-4877.6;-4877.6;-4877.6;-4877.6;-4877.6;-4877.6;-4877.6;-4877.6;-4877.6;-4877.6;-4877.6;-4877.6;-4877.6;-4877.6;-4877.6;-4877.6;-4877.6;-4877.6;-4877.6;-4877.6;-4877.6;-4877.6;-4877.6;-4877.6;-4877.6
Rat,8031,2,1,14,Short,PI,15;36,4,-9.65999999999985;4.76000000000022;5.4399999999996;5.72000000000026;6.26000000000022,-9.42000000000007;5.38000000000011;5.63999999999942;6.22000000000026;6.39999999999964;-5186.84;-5186.84;-5186.84;-5186.84;-5186.84;-5186.84;-5186.84;-5186.84;-5186.84;-5186.84;-5186.84;-5186.84;-5186.84;-5186.84;-5186.84;-5186.84;-5186.84;-5186.84;-5186.84;-5186.84;-5186.84;-5186.84;-5186.84;-5186.84;-5186.84;-5186.84
Rat,8031,2,1,15,Short,PI,15;36,4,-11.7399999999998;19.54,-11.54;20.1199999999999;-5414.88;-5414.88;-5414.88;-5414.88;-5414.88;-5414.88;-5414.88;-5414.88;-5414.88;-5414.88;-5414.88;-5414.88;-5414.88;-5414.88;-5414.88;-5414.88;-5414.88;-5414.88;-5414.88;-5414.88;-5414.88;-5414.88;-5414.88;-5414.88;-5414.88;-5414.88;-5414.88;-5414.88;-5414.88;-5414.88;-5414.88;-5414.88
Rat,8031,2,1,16,Short,PI,15;36,4,3.51999999999953;41.1199999999999,3.71999999999935;41.4199999999992;-5802.02;-5802.02;-5802.02;-5802.02;-5802.02;-5802.02;-5802.02;-5802.02;-5802.02;-5802.02;-5802.02;-5802.02;-5802.02;-5802.02;-5802.02;-5802.02;-5802.02;-5802.02;-5802.02;-5802.02;-5802.02;-5802.02;-5802.02;-5802.02;-5802.02;-5802.02;-5802.02;-5802.02;-5802.02;-5802.02;-5802.02;-5802.02
Rat,8031,2,1,17,Short,PI,15;36,4,5.36000000000058;5.57999999999993;42.5600000000004,5.53999999999996;5.94000000000051;43.0799999999999;-6201.32;-6201.32;-6201.32;-6201.32;-6201.32;-6201.32;-6201.32;-6201.32;-6201.32;-6201.32;-6201.32;-6201.32;-6201.32;-6201.32;-6201.32;-6201.32;-6201.32;-6201.32;-6201.32;-6201.32;-6201.32;-6201.32;-6201.32;-6201.32;-6201.32;-6201.32;-6201.32;-6201.32;-6201.32;-6201.32
Rat,8031,2,1,18,Short,PI,15;36,4,0,-6323.34;-6323.34;-6323.34;-6323.34;-6323.34;-6323.34;-6323.34;-6323.34;-6323.34;-6323.34;-6323.34;-6323.34;-6323.34;-6323.34;-6323.34;-6323.34;-6323.34;-6323.34;-6323.34;-6323.34;-6323.34;-6323.34;-6323.34;-6323.34;-6323.34;-6323.34;-6323.34;-6323.34;-6323.34;-6323.34;-6323.34;-6323.34;-6323.34;-6323.34;-6323.34;-6323.34
Rat,8031,2,1,19,Short,PI,15;36,4,12;12.3400000000001,12.2799999999997;12.5199999999995;-6548.46;-6548.46;-6548.46;-6548.46;-6548.46;-6548.46;-6548.46;-6548.46;-6548.46;-6548.46;-6548.46;-6548.46;-6548.46;-6548.46;-6548.46;-6548.46;-6548.46;-6548.46;-6548.46;-6548.46;-6548.46;-6548.46;-6548.46;-6548.46;-6548.46;-6548.46;-6548.46;-6548.46;-6548.46;-6548.46;-6548.46;-6548.46
