Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Test_Duration,Response,Reference_Intervals
Human,29,1,4,299,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,29,1,4,300,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,29,1,4,301,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,29,1,4,302,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,29,1,4,303,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,29,1,4,304,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,4,305,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,29,1,4,306,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,29,1,4,307,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,29,1,4,308,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,29,1,4,309,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,4,310,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,4,311,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,29,1,4,312,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,29,1,4,313,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,4,314,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,29,1,4,315,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,29,1,4,316,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,29,1,4,317,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,4,318,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,4,319,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,29,1,4,320,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,4,321,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,29,1,4,322,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,4,323,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,4,324,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,4,325,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,29,1,4,326,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,4,327,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,4,328,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,4,329,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,29,1,4,330,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,29,1,4,331,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,29,1,4,332,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,29,1,4,333,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,29,1,4,334,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,29,1,4,335,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,29,1,4,336,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,29,1,4,337,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,29,1,4,338,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,29,1,4,339,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,29,1,4,340,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,4,341,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,29,1,4,342,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,4,343,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,29,1,4,344,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,L,1;3.5
Human,29,1,4,345,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,29,1,4,346,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,5,347,Visual,TB,1;1.5;2;2.5;3;3.5,3,S,1;3.5
Human,29,1,5,348,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,29,1,5,349,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,L,1;3.5
Human,29,1,5,350,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,5,351,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,5,352,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,29,1,5,353,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,5,354,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,5,355,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,29,1,5,356,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,29,1,5,357,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,29,1,5,358,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,29,1,5,359,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,29,1,5,360,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,5,361,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,L,1;3.5
Human,29,1,5,362,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,29,1,5,363,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,29,1,5,364,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,5,365,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,29,1,5,366,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,29,1,5,367,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,5,368,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,29,1,5,369,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,5,370,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,29,1,5,371,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,29,1,5,372,Visual,TB,1;1.5;2;2.5;3;3.5,1,L,1;3.5
Human,29,1,5,373,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,29,1,5,374,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,29,1,5,375,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,29,1,5,376,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,5,377,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,5,378,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,29,1,5,379,Visual,TB,1;1.5;2;2.5;3;3.5,1,L,1;3.5
Human,29,1,5,380,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,29,1,5,381,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,5,382,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,29,1,5,383,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,29,1,5,384,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,29,1,5,385,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,29,1,5,386,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,29,1,5,387,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,29,1,5,388,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,5,389,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,29,1,5,390,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,29,1,5,391,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,5,392,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,29,1,5,393,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,29,1,5,394,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,29,1,5,395,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,29,1,5,396,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,5,397,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,5,398,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,29,1,5,399,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,29,1,5,400,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,5,401,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,5,402,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,29,1,5,403,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,29,1,5,404,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,29,1,5,405,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,5,406,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,29,1,5,407,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,L,1;3.5
Human,29,1,5,408,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,29,1,5,409,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,5,410,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,5,411,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,29,1,5,412,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,5,413,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,29,1,5,414,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,5,415,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,29,1,5,416,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,29,1,5,417,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,29,1,5,418,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,5,419,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,29,1,5,420,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,29,1,5,421,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,5,422,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,29,1,5,423,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,29,1,5,424,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,29,1,5,425,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,29,1,5,426,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,29,1,5,427,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,29,1,5,428,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,29,1,5,429,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,29,1,5,430,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,29,1,5,431,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,5,432,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,5,433,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,29,1,6,434,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,29,1,6,435,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,6,436,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,6,437,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,29,1,6,438,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,29,1,6,439,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,6,440,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,29,1,6,441,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,29,1,6,442,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,6,443,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,29,1,6,444,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,29,1,6,445,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,29,1,6,446,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,29,1,6,447,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,6,448,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,6,449,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,29,1,6,450,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,29,1,6,451,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,6,452,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,6,453,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,6,454,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,6,455,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,29,1,6,456,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,6,457,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,6,458,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,L,1;3.5
Human,29,1,6,459,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,6,460,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,L,1;3.5
Human,29,1,6,461,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,29,1,6,462,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,L,1;3.5
Human,29,1,6,463,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,6,464,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,6,465,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,6,466,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,29,1,6,467,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,6,468,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,29,1,6,469,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,6,470,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,29,1,6,471,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,29,1,6,472,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,6,473,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,29,1,6,474,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,29,1,6,475,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,6,476,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,6,477,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,29,1,6,478,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,6,479,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,29,1,6,480,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,29,1,6,481,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,6,482,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,29,1,6,483,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,6,484,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,6,485,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,29,1,6,486,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,6,487,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,29,1,6,488,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,29,1,6,489,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,29,1,6,490,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,6,491,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,6,492,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,29,1,6,493,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,29,1,6,494,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,29,1,6,495,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,29,1,6,496,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,29,1,6,497,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,29,1,6,498,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,6,499,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,29,1,6,500,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,6,501,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,6,502,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,29,1,6,503,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,29,1,6,504,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,29,1,6,505,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,6,506,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,6,507,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,S,1;3.5
Human,29,1,6,508,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,29,1,6,509,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,6,510,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,29,1,6,511,Visual,TB,1;1.5;2;2.5;3;3.5,1,L,1;3.5
Human,29,1,6,512,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,6,513,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,29,1,6,514,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,6,515,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,29,1,6,516,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,29,1,6,517,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,6,518,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,29,1,6,519,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,6,520,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,29,1,7,521,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,29,1,7,522,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,29,1,7,523,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,29,1,7,524,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,29,1,7,525,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,7,526,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,29,1,7,527,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,7,528,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,7,529,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,29,1,7,530,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,7,531,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,7,532,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,29,1,7,533,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,29,1,7,534,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,29,1,7,535,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,29,1,7,536,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,7,537,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,29,1,7,538,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,29,1,7,539,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,29,1,7,540,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,1,1,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,1,2,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,1,3,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,1,4,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,1,5,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,1,6,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,1,7,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,1,8,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,1,9,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,1,10,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,30,1,1,11,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,1,12,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,30,1,1,13,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,1,14,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,1,15,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,1,16,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,1,17,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,30,1,1,18,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,30,1,1,19,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,1,20,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,1,21,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,1,22,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,1,23,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,1,24,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,30,1,1,25,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,1,26,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,1,27,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,1,28,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,30,1,1,29,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,1,30,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,1,31,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,1,32,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,1,33,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,1,34,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,1,35,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,1,36,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,30,1,1,37,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,30,1,1,38,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,1,39,Visual,TB,1;1.5;2;2.5;3;3.5,2,S,1;3.5
Human,30,1,1,40,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,1,41,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,1,42,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,1,43,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,1,44,Visual,TB,1;1.5;2;2.5;3;3.5,2,L,1;3.5
Human,30,1,1,45,Visual,TB,1;1.5;2;2.5;3;3.5,1.5,S,1;3.5
Human,30,1,1,46,Visual,TB,1;1.5;2;2.5;3;3.5,1,S,1;3.5
Human,30,1,1,47,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,1,48,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,1,49,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,1,50,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,1,51,Visual,TB,1;1.5;2;2.5;3;3.5,3,L,1;3.5
Human,30,1,1,52,Visual,TB,1;1.5;2;2.5;3;3.5,3.5,L,1;3.5
Human,30,1,1,53,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
Human,30,1,1,54,Visual,TB,1;1.5;2;2.5;3;3.5,2.5,L,1;3.5
